,puede 631326,Can 631326.
,eres 630024,You are 630024.
,ese 624205,That 624205.
,usted 618844,You 618844.
,entonces 609938,then 609938.
,hola 601523,Hello 601523.
,solo 590343,Solo 590343.
,verdad 589565,Truth 589565.
,casa 587832,House 587832.
,tan 573916,So 573916.
,quién 566465,Who 566465.
,sus 562087,Its 562087.
,tiempo 556996,Weather 556996.
,dos 556427,Two 556427.
,esa 553442,That 553442.
,nunca 549997,Never 549997.
,dónde 539643,Where 539643.
,va 535397,VA 535397.
,oh 532776,OH 532776.
,favor 527629,favor 527629.
,mucho 516361,A lot 516361.
,mí 515655,me 515655.
,quieres 515465,You want 515465.
,siento 512907,I feel 512907.
,señor 507728,Lord 507728.
,mejor 500478,Best 500478.
,hace 495352,495352
,has 492533,Has 492533.
,decir 492098,say 492098.
,también 488057,Also 488057.
,sobre 478020,About 478020.
,dios 476939,God 476939
,sin 474770,Sin 474770
,tenemos 473895,We have 473895.
,están 471887,They are 471887.
,ti 470358,Ti 470358.
,puedes 463318,You can 463318.
,ver 462775,See 462775.
,hombre 460084,Man 460084.
,vida 453649,Life 453649.
,alguien 447141,Someone 447141.
,cosas 424801,Things 424801.
,siempre 424363,Always 424363.
,hasta 423321,Up to 423321.
,ahí 422871,There 422871.
,ir 411198,go 411198.
,años 408547,408547
,antes 405555,before 405555.
,estar 402369,be 402369.
,ni 401980,NI 401980.
,poco 397739,Little 397739.
,día 395131,Day 395131.
,uno 393047,one 393047.
,noche 391078,Night 391078.
,hecho 391011,Made 391011.
,mis 385798,MY 385798.
,estamos 376563,We are 376563.
,otra 368984,Another 368984.
,acuerdo 367329,Agreement 367329.
,trabajo 363747,Work 363747.
,nosotros 357836,We 357836.
,parece 355615,It seems 355615.
,gente 354586,People 354586.
,sea 352790,Sea 352790
,padre 351051,Father 351051.
,mira 349779,Look 349779.
,mismo 347834,same 347834.
,dijo 342900,said 342900.
,nadie 339772,No one 339772.
,quiere 332148,He wants 332148.
,podría 329332,I could 329332.
,hablar 327201,Talk 327201.
,vas 327127,Vas 327127.
,ellos 323892,They 323892
,sr. 321637,Mr. 321637.
,tal 317926,Tal 317926.
,pasa 315529,Spend 315529.
,fuera 311571,Outside 311571.
,después 311500,After 311500
,han 308501,Han 308501.
,desde 303620,Since 303620.
,dinero 300518,Money 300518.
,mundo 298208,World 298208.
,claro 296584,CLEAR 296584.
,momento 294559,TIME 294559.
,les 294439,LES 294439.
,tener 292932,have 292932.
,estado 292015,State 292015.
,otro 290565,Another 290565.
,había 289157,There were 289157.
,mañana 283391,Tomorrow 283391.
,tenía 282966,I had 282966.
,madre 281646,Mother 281646.
,vale 280447,Vale 280447.
,lugar 280315,Place 280315.
,haciendo 278317,doing 278317.
,donde 277524,where 277524.
,seguro 277231,Insurance 277231.
,sabe 273895,He knows 273895.
,podemos 272425,We can 272425.
,tus 271677,Your 271677.
,espera 270741,Wait 270741.
,nuevo 269895,NEW 269895.
,sido 269505,been 269505.
,cosa 269054,thing 269054.
,hijo 267856,Son 267856.
,allí 267215,There 267215.
,menos 263837,Less 263837.
,tipo 262340,Type 262340.
,amigo 258356,Friend 258356.
,gran 257648,Great 257648.
,nuestro 254046,Our 254046.
,mujer 249627,Woman 249627.
,mamá 247700,Mom 247700.
,luego 245811,Then 245811.
,papá 243251,Dad 243251.
,días 243003,Days 243003.
,dice 240795,says 240795.
,hoy 240395,Today 240395.
,tres 239782,Three 239782.
,buena 238330,Good 238330.
,necesito 237654,I need 237654.
,dije 235936,I said 235936.
,oye 234324,Hey 234324.
,gusta 233367,Like 233367.
,quería 230602,I wanted 230602.
,será 230159,will be 230159.
,haber 229602,HAVE 229602.
,parte 229038,Part 229038.
,todas 227146,All 227146.
,crees 225748,Believe 225748.
,buen 224802,Good 224802.
,conmigo 224527,with me 224527.
,nombre 222406,Name 222406.
,mierda 221567,Shit 221567.
,nuestra 221503,Our 221503.
,mal 220024,Mal 220024.
,debe 218223,must 218223.
,realmente 217847,Really 217847.
,estas 216844,These 216844.
,aún 215129,still 215129.
,mío 212096,Mine 212096.
,toda 211746,All 211746.
,hacerlo 209901,Do it 209901.
,cada 209674,every 209674.
,visto 206949,Seen 206949.
,importa 203118,Import 203118.
,contigo 202208,With you 202208.
,tienen 200708,They have 200708.
,hemos 200028,We have 200028.
,razón 198832,Reason 198832.
,alguna 198263,Some 198263.
,tanto 197519,Both 197519.
,saber 196610,Know 196610.
,hizo 196192,He did 196192.
,veces 195756,Times 195756.
,serio 194846,Serious 194846.
,ven 193452,Come 193452.
,idea 193369,Idea 193369.
,eh 193299,Eh 193299.
,tarde 191883,Evening 191883.
,problema 189963,Problem 189963.
,hora 189851,Time 189851.
,cierto 189653,True 189653.
,dicho 187895,said 187895.
,quien 187133,who 187133.
,demasiado 182668,Too much 182668.
,amor 182326,Love 182326.
,entre 181114,between 181114.
,ve 179427,See 179427.
,pasado 178763,Past 178763.
,familia 177748,Family 177748.
,estos 176532,These 176532
,policía 175471,Police 175471.
,debería 175394,I should 175394.
,ustedes 174241,You 174241.
,chica 173210,Girl 173210.
,esos 171237,those 171237.
,chicos 170008,Guys 170008.
,cuenta 169714,Count 169714.
,haces 166985,You do 166985.
,todavía 166624,Still 166624.
,salir 165591,Exit 165591.
,algún 163790,Some 163790
,vaya 162833,Go 162833.
,unos 162525,Some 162525.
,veo 162326,I see 162326.
,amigos 160684,Friends 160684.
,hermano 159678,Brother 159678.
,pensé 159438,I thought 159438.
,sabía 156439,He knew 156439.
,cabeza 156069,Head 156069.
,ah 156002,Ah 156002.
,cariño 153353,Honey 153353.
,digo 153149,I say 153149.
,van 153024,Van 153024.
,hombres 151647,Men 151647.
,buenas 151571,Good 151571.
,somos 151256,We are 151256.
,cualquier 150946,Any 150946.
,forma 150750,Form 150750.
,mientras 150383,while 150383.
,lado 149162,Side 149162.
,debo 148975,I owe 148975.
,sería 148309,It would be 148309.
,caso 148273,Case 148273.
,pueden 148183,They can 148183.
,pasó 145810,He passed 145810.
,primera 145110,First 145110.
,genial 145028,Great 145028.
,chico 145009,Boy 145009.
,supuesto 144428,Assumption 144428.
,hice 144174,I did 144174.
,pues 143870,"Well, 143870."
,adiós 143677,Goodbye 143677.
,muchas 143007,Many 143007.
,personas 141945,people 141945.
,señora 141893,Lady 141893.
,volver 141009,Back 141009.
,esas 140885,those 140885.
,quizá 140794,Maybe 140794.
,contra 140485,against 140485.
,camino 140092,Road 140092.
,durante 139987,during 139987.
,hablando 139007,Speaking 139007.
,manera 137722,Fashion 137722.
,muerto 137301,Dead 137301.
,persona 136985,person 136985.
,rápido 136953,Fast 136953.
,cuál 136406,which 136406.
,ayuda 136155,Help 136155.
,historia 135924,History 135924.
,iba 135256,I was going 135256.
,supongo 134885,I suppose 134885.
,nueva 134490,New 134490.
,entiendo 134138,I understand 134138.
,dentro 133954,Inside 133954.
,casi 133614,Almost 133614.
,puerta 133533,Door 133533.
,ves 133094,See 133094.
,pasar 131693,Spend 131693.
,primero 131298,First 131298.
,significa 130774,means 130774.
,semana 130555,Week 130555.
,hacia 130000,towards 130000.
,quizás 129544,Maybe 129544.
,espero 129454,I hope 129454.
,juntos 129353,Together 129353.
,año 128910,Year 128910.
,niños 128856,Children 128856.
,pronto 128135,Soon 128135.
,tío 127895,Uncle 127895.
,suerte 127246,Luck 127246.
,ciudad 126710,City 126710.
,siquiera 126506,Even 126506.
,feliz 125692,Happy 125692.
,venir 124376,Come 124376.
,hija 124289,Daughter 124289.
,gustaría 124196,L would like 124196.
,minutos 123912,Minutes 123912.
,cuánto 123138,How much 123138.
,os 122754,OS 122754.
,hey 122432,Hey 122432.
,muerte 122057,Death 122057.
,dejar 121779,Allow 121779.
,realidad 121027,Reality 121027.
,deja 120259,Leave 120259.
,problemas 120138,Problems 120138.
,vi 119856,VI 119856.
,da 119199,da 119199.
,importante 119177,IMPORTANT 119177.
,dijiste 119038,You said 119038.
,corazón 118685,Heart 118685.
,miedo 118624,Fear 118624.
,jefe 118458,Chief 118458.
,agua 117654,Water 117654.
,haré 117579,I will do 117579.
,justo 117044,Right 117044.
,horas 116873,Hours 116873.
,poder 115246,Power 115246.
,buenos 115064,Good 115064.
,esposa 114925,Wife 114925.
,manos 114921,Hands 114921.
,debes 114812,You owe 114812.
,viene 114395,comes 114395.
,venga 114109,Come 114109.
,nuestros 114018,Our 114018.
,ojos 113772,Eyes 113772.
,adelante 113192,Forward 113192.
,encontrar 113028,Find 113028.
,mano 112665,Hand 112665.
,cinco 112532,Five 112532.
,niño 112512,Child 112512.
,ninguna 112227,None 112227.
,otros 112169,Other 112169.
,cara 111953,Face 111953.
,cuidado 111524,Care 111524.
,bajo 111241,Low 111241.
,cerca 110690,Near 110690
,viejo 110403,Old 110403.
,déjame 109679,Leave me 109679.
,noches 109592,Nights 109592.
,bastante 109431,Pretty 109431.
,fin 109402,End 109402.
,tomar 109183,Take 109183.
,único 108435,Unique 108435.
,misma 108033,same 108033.
,escucha 107286,Listen 107286.
,ningún 107193,No 107193.
,suficiente 107106,enough 107106.
,punto 106940,Point 106940.
,cuándo 106920,When 106920.
,sigue 106764,Follow 106764.
,haya 106729,There are 106729.
,equipo 106584,Equipment 106584.
,grande 106057,Large 106057.
,necesita 105889,Need 105889.
,llegar 105719,to get 105719.
,incluso 105304,Even 105304.
,algunos 105052,Some 105052.
,doctor 104991,Doctor 104991.
,difícil 104985,difficult 104985.
,aunque 104655,Although 104655.
,hubiera 104473,There would be 104473.
,primer 104138,First 104138.
,coche 103946,Car 103946.
,hago 103901,I do 103901.
,clase 103827,Class 103827.
,cuatro 103805,Four 103805.
,mas 103445,More 103445.
,dices 103279,You say 103279.
,pequeño 103016,Small 103016.
,llama 102848,Flame 102848.
,toma 102733,Take 102733.
,hiciste 102722,You did 102722.
,allá 102642,there 102642.
,última 102333,Last 102333.
,arriba 102254,Top 102254.
,tierra 102197,Earth 102197.
,guerra 101887,War 101887.
,pensar 101695,think 101695.
,pueda 101487,can 101487.
,igual 101272,Equal 101272.
,loco 100021,Loco 100021.
,sangre 99844,Blood 99844.
,mujeres 99536,Women 99536.
,vuelta 99529,Return 99529.
,fui 99366,I went 99366.
,trabajar 99262,Work 99262.
,tenido 99237,Holded 99237.
,juego 99041,Game 99041.
,deberías 98960,You should 98960
,cuerpo 98410,Body 98410.
,e 96622,E 96622.
,algunas 96075,Some 96075.
,entrar 95899,Enter 95899.
,cree 95859,Create 95859.
,podía 95527,I could 95527.
,debemos 95445,We owe 95445.
,oportunidad 95375,Opportunity 95375.
,teléfono 95015,Telephone 95015.
,necesitamos 94964,We need 94964.
,final 94883,Final 94883.
,listo 94769,Ready 94769.
,fiesta 94739,Fiesta 94739.
,muchos 94250,Many 94250.
,estabas 94097,You were 94097.
,quieren 94018,They want 94018.
,vete 93782,Vete 93782.
,auto 93654,Auto 93654.
,dar 92706,Dar 92706.
,vivir 92629,Live 92629.
,posible 92449,Possible 92449.
,ok 92398,OK 92398.
,hermana 92291,Sister 92291.
,número 92183,Number 92183.
,meses 92062,Months 92062.
,exactamente 91598,Exactly 91598.
,culpa 91506,Guilt 91506.
,abajo 91298,Down 91298.
,escuela 90725,School 90725.
,ido 90670,Gone 90670.
,fuerte 90226,Strong 90226.
,diciendo 90048,saying 90048.
,habla 90023,Speak 90023.
,esté 89826,Be 89826.
,ello 89741,This 89741
,pregunta 89617,Question 89617.
,chicas 89467,Girls 89467.
,eran 89418,They were 89418.
,unas 89043,Some 89043.
,pasando 88887,Passing 88887.
,atrás 88877,Back 88877.
,malo 88555,Bad 88555.
,capitán 88550,Captain 88550.
,sra. 88400,Ms. 88400.
,bebé 88307,Baby 88307.
,segundo 88232,Second 88232.
,sabemos 87714,We know 87714.
,mayor 87707,Greater 87707.
,comida 87661,Food 87661.
,morir 87614,Dying 87614.
,conozco 87429,I know 87429.
,dame 87200,Give me 87200.
,fácil 87099,Easy 87099.
,comer 86671,Eat 86671.
,vino 86406,Wine 86406.
,lista 86033,List 86033.
,haga 85884,Do 85884.
,necesitas 85706,You need 85706.
,hijos 85020,Children 85020.
,probablemente 84911,Probably 84911.
,padres 84855,Parents 84855.
,habitación 84704,Room 84704.
,creer 84624,Believe 84624.
,pensando 84438,Thinking 84438.
,fueron 84181,They were 84181.
,dime 84079,Tell me about 84079.
,trata 83906,Try 83906.
,buscando 83655,Looking for 83655.
,tuve 83608,I had 83608.
,tampoco 83595,Nor 83595.
,amo 83156,I love 83156.
,joven 82919,Young 82919.
,podrías 82328,You could 82328.
,sola 82229,Single 82229.
,par 81901,Par 81901.
,única 81808,Unique 81808.
,hacen 81807,They do 81807.
,seguir 81723,Follow 81723.
,dr. 81308,DR 81308.
,simplemente 80350,Simply 80350.
,dicen 80310,They say 80310.
,medio 80278,Medium 80278.
,puta 80176,Slut 80176.
,saben 79988,They know 79988.
,sentido 79686,sense 79686.
,hagas 79398,do 79398.
,segura 79393,Segura 79393.
,esperar 79115,Wait 79115.
,lejos 79091,Far 79091.
,arma 78974,Weapon 78974.
,alto 78496,High 78496.
,pequeña 78191,Small 78191.
,dólares 77319,Dollars 77319.
,seis 77064,Six 77064.
,estaban 76916,They were 76916.
,seguridad 76807,Security 76807.
,maldita 76765,Damn 76765.
,estuvo 76639,He was 76639.
,preocupes 76606,Worry 76606.
,palabra 76589,Word 76589.
,esperando 76353,Waiting for 76353.
,queda 76150,It remains 76150.
,oficina 75697,Office 75697.
,matar 75652,Kill 75652.
,iré 75521,I will go 75521.
,cama 75441,Bed 75441.
,además 75259,In addition 75259.
,último 75205,Last 75205.
,oído 75123,Ear 75123.
,habría 74848,There would be 74848.
,estará 74836,It will be 74836.
,dio 74745,He gave 74745.
,recuerdo 74344,I remember 74344.
,siendo 74265,Being 74265.
,acerca 74051,About 74051.
,tenga 73994,Have 73994.
,luz 73886,Light 73886.
,correcto 73881,Correct 73881.
,ud. 73708,You. 73708.
,demonios 73485,Demons 73485.
,nuestras 73354,Our 73354.
,verte 73227,See you 73227.
,dormir 73064,Sleep 73064.
,sitio 73036,Site 73036.
,ayudar 72837,Help 72837.
,conseguir 72697,Get 72697.
,di 72555,di 72555.
,marido 72210,Husband 72210.
,paz 72000,Peace 72000.
,idiota 71856,Idiot 71856.
,plan 71640,Plan 71640.
,dado 71249,Given 71249.
,cuanto 71197,how much 71197.
,peor 70692,Worst 70692.
,murió 70466,Died 70466.
,pueblo 70465,Village 70465.
,vivo 70329,I live 70329.
,venido 70151,Come 70151.
,john 69978,John 69978.
,basta 69973,Enough 69973.
,paso 69865,Step 69865.
,deberíamos 69574,We should 69574.
,música 69241,Music 69241.
,diga 68941,Say 68941.
,minuto 68878,Minute 68878.
,anoche 68870,Last night 68870.
,llamar 68861,call 68861.
,piensa 68552,Think 68552.
,país 68539,Country 68539.
,digas 68227,Say 68227.
,rey 67803,King 67803.
,perdón 67516,Sorry 67516.
,mucha 67426,Much 67426.
,falta 67152,Foul 67152.
,pienso 67140,I think 67140.
,diablos 67119,Devils 67119.
,perdido 66882,Lost 66882.
,niña 66672,Girl 66672.
,señorita 66491,Miss 66491.
,diez 66429,ten 66429.
,lleva 66407,It takes 66407.
,hospital 66316,Hospital 66316.
,grandes 66186,Large 66186.
,maldito 66025,Damn 66025.
,otras 65924,Other 65924.
,llamado 65650,Called 65650.
,hacemos 65535,We do 65535.
,llevar 65446,carry 65446.
,fuego 65442,Fire 65442.
,aqui 65202,Here 65202.
,tuvo 65130,He had 65130.
,poner 64740,Put 64740.
,calle 64675,Street 64675.
,acaba 64600,Ends 64600.
,prueba 64593,Test 64593.
,increíble 64527,Amazing 64527.
,real 64511,Real 64511.
,libro 64445,Book 64445.
,orden 64437,Order 64437.
,semanas 64300,Weeks 64300.
,especial 64240,Special 64240.
,mía 64132,Mine 64132.
,café 63914,Coffee 63914.
,duro 63800,Hard 63800.
,empezar 63463,Start 63463.
,afuera 63387,Outside 63387.
,queremos 63319,We want 63319.
,perro 63070,Dog 63070.
,cielo 62981,Sky 62981.
,jack 62965,Jack 62965.
,puesto 62949,Position 62949.
,viaje 62667,Travel 62667.
,detrás 62621,Back 62621.
,cuarto 62590,Fourth 62590.
,querida 62549,Dear 62549.
,haría 62547,I would do 62547.
,preguntas 62505,Questions 62505.
,piensas 62433,You think 62433.
,querido 62425,Dear 62425.
,libre 62421,Free 62421.
,buscar 62319,Search 62319.
,cual 62288,which 62288.
,diré 62193,I will say 62193.
,suena 62170,It sounds 62170.
,jugar 62132,Play 62132.
,cambio 62106,Change 62106.
,película 61985,Movie 61985.
,millones 61876,Millions 61876.
,habrá 61821,There will be 61821.
,llamada 61791,Call 61791.
,resto 61752,Resto 61752.
,vemos 61545,We see 61545.
,extraño 61249,Strange 61249.
,mala 61177,Bad 61177.
,presidente 61090,President 61090.
,srta. 60636,Ms. 60636.
,irme 60622,go 60622.
,ropa 60542,Clothing 60542.
,perder 60378,Losing 60378.
,vuelve 60172,Return 60172.
,agente 60171,Agent 60171.
,palabras 60090,Words 60090.
,información 60090,Information 60090.
,raro 60086,Rare 60086.
,hará 59965,He will do 59965.
,entiendes 59914,You understand 59914.
,éste 59792,This 59792.
,trabajando 59674,Working 59674.
,tratando 59643,Trying 59643.
,general 59593,General 59593.
,trato 59469,I treatment 59469.
,usar 59267,Use 59267.
,perfecto 59208,Perfect 59208.
,derecho 59164,Law 59164.
,modo 59041,Mode 59041.
,ayer 59013,Yesterday 59013.
,conoces 58941,You know 58941.
,demás 58811,others 58811.
,quieras 58704,You want 58704.
,podríamos 58548,We could 58548.
,noticias 58530,News 58530.
,asesino 58507,Assassin 58507.
,encontrado 57581,Found 57581.
,control 57479,Control 57479.
,odio 57427,Hate 57427.
,frente 57371,FRONT 57371.
,sexo 57281,Sex 57281.
,decirle 57135,Tell him 57135.
,estaré 57085,I will be 57085.
,divertido 56908,Fun 56908.
,armas 56785,Weapons 56785.
,recuerdas 56669,Remember 56669.
,amiga 56665,Amiga 56665.
,grupo 56638,Group 56638.
,asunto 56622,Subject 56622
,acabo 56586,I finish 56586.
,mensaje 56126,Message 56126.
,encima 56110,above 56110.
,atención 56092,Attention 56092.
,diferente 56028,Different 56028.
,uh 55996,UH 55996.
,cállate 55856,Shut up 55856.
,daño 55599,Damage 55599.
,sucede 55572,It happens 55572.
,cambiar 55360,Change 55360.
,siguiente 55300,Next 55300.
,sino 55136,but 55136.
,the 54966,The 54966.
,seas 54799,Seas 54799.
,médico 54547,Doctor 54547.
,boca 54512,Boca 54512.
,dejó 54435,He left 54435.
,error 54414,Error 54414.
,jamás 54158,Never 54158.
,largo 53833,Long 53833.
,pena 53618,Penalty 53618.
,voz 53574,Voice 53574.
,futuro 53557,Future 53557.
,siente 53518,Feel 53518.
,secreto 53504,Secret 53504.
,baño 53455,Bathroom 53455.
,mil 53364,MIL 53364.
,decirte 53207,Tell you 53207.
,sam 53082,Sam 53082.
,pensaba 53018,I thought 53018.
,novia 52984,Bride 52984.
,propia 52973,Own 52973.
,sueño 52956,Dream 52956.
,haz 52344,beam 52344.
,fuerza 52316,Force 52316.
,deben 52297,They must 52297.
,supone 52250,It supposes 52250.
,estábamos 52003,We were 52003.
,ambos 51916,Both 51916.
,ay 51890,Oh 51890.
,estuve 51592,I was 51592.
,encontré 51507,I found 51507.
,vuelto 51505,returned 51505.
,dolor 51283,Pain 51283.
,dile 51271,DILE 51271.
,encanta 51240,Love 51240.
,edad 51163,Age 51163.
,darle 51120,Give it 51120.
,pie 51066,Foot 51066.
,negro 50987,Black 50987.
,ganar 50970,Win 50970.
,york 50964,York 50964.
,aire 50788,Air 50788.
,lamento 50766,I lament 50766.
,verlo 50765,See it 50765.
,asesinato 50759,Murder 50759.
,vio 50756,He saw 50756.
,adónde 50674,Where 50674.
,llegado 50534,Arrived 50534.
,disculpe 50520,Excuse me 50520.
,s 50469,S 50469.
,cita 50399,Quote 50399.
,estaría 50270,I would be 50270.
,fuiste 50201,You were 50201.
,sistema 50050,50050 system
,gusto 50039,Taste 50039.
,pobre 50019,Poor 50019.
,negocio 49896,Business 49896.
,mente 49842,Mind 49842.
,tuyo 49799,yours 49799.
,campo 49614,Field 49614.
,mire 49575,Look 49575.
,situación 49426,Situation 49426.
,tras 49345,after 49345.
,hotel 49177,Hotel 49177.
,vosotros 49111,you 49111.
,funciona 48956,Works 48956.
,foto 48915,Photo 48915.
,abogado 48914,Lawyer 48914.
,loca 48859,Loca 48859.
,propio 48844,Own 48844.
,alrededor 48767,Around 48767.
,próxima 48701,Next 48701.
,terminado 48673,Finished 48673.
,hablas 48652,You speak 48652.
,pagar 48636,Pay 48636.
,mató 48583,He killed 48583.
,llamo 48473,I call 48473.
,personal 48419,Staff 48419.
,sientes 48410,You feel 48410.
,ocurre 48364,Occurs 48364.
,ésta 48338,This 48338.
,recuerda 48335,Remember 48335.
,mitad 48317,Half 48317.
,quiera 48299,I want 48299.
,pelo 48293,Hair 48293.
,tenías 48183,You had 48183.
,viste 47962,Dress up 47962.
,oficial 47960,Official 47960.
,llegó 47852,47852 arrived
,compañía 47842,Company 47842.
,relación 47824,Relationship 47824.
,conoce 47688,Meet 47688.
,pase 47622,Spend 47622.
,montón 47610,Heap 47610.
,mejores 47509,Best 47509.
,creí 47494,I believed 47494.
,cena 47357,Dinner 47357.
,sentir 47337,Feel 47337.
,través 47295,through 47295.
,accidente 47117,Accident 47117.
,i 46981,I 46981.
,ellas 46892,They 46892
,caja 46635,Box 46635.
,tranquilo 46587,Quiet 46587.
,bonito 46554,Nice 46554.
,eras 46544,Eras 46544.
,asi 46535,So 46535.
,pudo 46533,He could 46533.
,vive 46462,Live 46462.
,vista 46461,View 46461.
,estúpido 46441,Stupid 46441.
,línea 46341,Line 46341.
,caballeros 46158,Gentlemen 46158.
,haremos 46119,We will do 46119.
,dan 46063,Dan 46063.
,quédate 46054,Stay 46054.
,tienda 45913,Store 45913.
,comprar 45899,Buy 45899.
,entendido 45877,Understood 45877.
,centro 45864,Center 45864.
,salvo 45755,Except 45755.
,mes 45648,Month 45648.
,joe 45615,Joe 45615.
,sol 45567,Sol 45567.
,tonto 45479,Silly 45479.
,hambre 45455,Hunger 45455.
,michael 45411,Michael 45411.
,mesa 45409,Table 45409.
,respuesta 45345,Answer 45345.
,completamente 45342,Fully 45342.
,david 45220,David 45220.
,carta 45152,Letter 45152.
,totalmente 45016,Totally 45016.
,imposible 44898,Impossible 44898.
,pruebas 44861,Test 44861.
,novio 44832,Boyfriend 44832.
,normal 44793,Normal 44793.
,gustan 44761,like 44761.
,frank 44615,Frank 44615.
,pude 44614,I could 44614.
,charlie 44589,Charlie 44589
,traje 44234,Suit 44234.
,dirección 44229,Address 44229.
,siete 44169,Seven 44169.
,dijeron 44151,They said 44151.
,placer 44038,Pleasure 44038.
,sean 43979,be 43979.
,tendrá 43656,It will have 43656.
,barco 43597,Boat 43597.
,blanco 43530,White 43530.
,tom 43467,Tom 43467.
,profesor 43370,Professor 43370.
,servicio 43358,Service 43358.
,muchacho 43295,Boy 43295.
,reunión 43217,Meeting 43217.
,dejado 43162,Leave 43162.
,ley 43043,Law 43043.
,quisiera 42974,I'd like 42974.
,hubo 42830,There were 42830.
,george 42765,George 42765.
,programa 42763,Program 42763.
,carrera 42759,Race 42759.
,cumpleaños 42596,Birthday 42596.
,muchachos 42571,Boys 42571.
,culo 42470,Ass 42470.
,canción 42468,Song 42468.
,hermosa 42438,Beautiful 42438.
,universidad 42412,University 42412.
,boda 42403,Wedding 42403.
,decirme 42378,Tell me 42378.
,cualquiera 42369,EUR 42369.
,tengas 42271,You have 42271.
,hacía 42256,It was 42256.
,estés 42240,Be 42240.
,sala 42122,Room 42122.
,llevo 42084,I carry 42084.
,decisión 42011,Decision 42011.
,espere 42008,Wait 42008.
,don 41978,Don 41978.
,necesario 41752,Necessary 41752.
,sal 41725,Sal 41725.
,entra 41706,Enter 41706.
,prisa 41706,Proud 41706.
,carajo 41656,Carajo 41656.
,embargo 41642,Embarrow 41642.
,interesante 41640,Interesting 41640.
,tendrás 41583,You will have 41583.
,escuchar 41472,Listen 41472.
,abuela 41377,Grandma 41377.
,hicieron 41321,They did 41321.
,detective 41299,Detective 41299.
,horrible 41259,Horrible 41259.
,suelo 41247,Soil 41247.
,fotos 41245,Photos 41245.
,cárcel 41152,Prison 41152.
,acá 41151,Here 41151.
,io 41134,IO 41134.
,mike 41066,Mike 41066.
,siéntate 40993,Sit 40993.
,decía 40982,He said 40982.
,intentando 40706,Trying 40706.
,vámonos 40700,Let's go 40700.
,maldición 40681,Damn 40681.
,silencio 40675,Silence 40675.
,muerta 40660,Dead 40660.
,capaz 40541,Capable 40541.
,salió 40377,It came out 40377.
,club 40360,Club 40360.
,terminar 40338,Finish 40338.
,temo 40288,I fear 40288.
,broma 40281,joke 40281.
,gobierno 40236,Government 40236.
,prometo 40224,I promise 40224.
,cámara 40045,Camera 40045.
,media 39998,Media 39998.
,terrible 39993,Terrible 39993.
,llamó 39922,He called 39922.
,regalo 39903,Gift 39903.
,amable 39841,Friendly 39841.
,dulce 39818,Sweet 39818.
,muertos 39809,dead 39809.
,querías 39797,You wanted 39797.
,ataque 39782,Attack 39782.
,das 39589,DAS 39589.
,navidad 39589,Christmas 39589.
,negocios 39553,Business 39553.
,pudiera 39528,I could 39528.
,ocho 39524,Eight 39524.
,avión 39484,Airplane 39484.
,investigación 39465,Research 39465.
,acabó 39429,He ended 39429.
,juro 39329,I swear 39329.
